cluster	count
a	161549
ʉ	85961
n	66600
k	64373
l	63742
i	62366
ɨ	53892
o	52531
b	50639
e	44409
m	38922
g	32264
s	29068
w	27825
u	23212
y	22981
t	22414
j	15322
p	13941
d	11560
f	9307
h	1303
0	153
ʼ	152
1	50
2	29
4	27
9	19
3	18
5	16
6	15
7	12
8	6
