cluster	count	casing patterns
a	249875	
i	202007	
ʌ	146523	
d	91231	
u	75044	
s	63926	
m	57631	
o	52091	
g	50851	
t	49026	
c	46298	
v	26370	
r	23800	
n	17846	
p	15650	
ñ	11460	
l	11271	
e	5203	
q	5116	
b	4290	
j	4191	
y	2616	
í	1701	only_lower
f	273	
h	227	only_lower
á	150	only_lower
é	95	only_lower
z	68	
ó	35	only_lower
ú	18	only_lower
k	4	only_lower
