cluster	count
a	185483
i	92752
u	77542
n	68155
k	51915
e	50598
m	49049
h	43415
o	42224
r	32047
w	31587
z	25938
l	25862
d	24917
y	20309
g	19780
s	17686
t	16126
b	13050
v	6344
f	5250
c	4215
p	2582
j	2015
v̱	727
1	155
2	72
3	55
4	40
5	36
0	33
6	22
7	19
9	19
8	18
