cluster	count
a	412956
i	164675
n	159792
u	129376
e	118968
o	108642
t	105960
g	85663
h	83694
r	69422
l	63397
m	55222
k	54224
v	50399
s	33422
b	29150
d	23477
p	15659
w	1718
c	1477
y	918
z	513
j	103
0	80
x	76
1	69
f	44
2	41
5	36
3	35
7	23
6	19
4	17
8	17
9	15
q	9
