cluster	count	casing patterns
ꞌ	120598	only_lower
u	92756	
a	91654	
n	83572	
i	72692	
l	66636	
ë	48133	only_lower
c	39802	
d	33683	
e	33034	
g	32791	
b	31556	
t	27190	
z	25275	
r	23226	
s	21571	
q	16558	
x	16346	
ö	15920	only_lower
y	15133	
h	12437	
j	11627	
o	11308	
á	10088	
ú	7120	only_lower
í	4253	only_lower
p	3872	
é	2670	
ë́	1694	only_lower
ö́	1395	only_lower
m	1177	
ó	856	only_lower
f	336	
ü	200	only_lower
v	188	only_lower
ǘ	46	only_lower
ʉ́	27	only_lower
ñ	2	only_lower
