cluster	count	casing patterns
u	93169	
n	84291	
a	81704	
e	79908	
i	73614	
y	72772	
r	52528	
c	45506	
d	43511	
z	42068	
o	41366	
b	38921	
l	38294	
g	37548	
ꞌ	31382	only_lower
m	26348	
s	22102	
t	18333	
ñ	17698	
h	14839	
p	9147	
a̱	6618	
w	4494	
e̱	3609	only_lower
j	2724	
f	1345	
o̱	1099	only_lower
ü	637	only_lower
u̱	553	only_lower
í	331	only_lower
i̱	325	only_lower
á	143	only_lower
ó	110	only_lower
é	99	
q	93	
v	57	only_lower
ú	7	only_lower
x	3	only_lower
k	1	only_lower
