cluster	count	casing patterns
a	284875	
i	125645	
l	116289	
o	72156	
e	69234	
u	59986	
m	41355	
f	37344	
s	36401	
k	35974	
r	34776	
g	34225	
t	29763	
n	22788	
w	15533	
d	13441	
b	8955	
j	4572	
p	1573	
h	1528	
c	944	
v	151	only_lower
y	86	only_lower
1	40	
0	32	
2	15	
6	12	
4	10	
5	10	
3	7	
9	6	
7	3	
8	3	
