cluster	count
a	282490
i	124532
l	115532
o	71806
e	68636
u	59781
f	36706
k	35767
r	34681
s	34618
m	34359
g	29667
t	28910
n	22694
w	14325
d	13235
b	8764
h	1409
p	749
v	151
j	89
y	88
1	40
0	32
c	26
2	15
6	12
4	10
5	10
3	7
9	6
7	3
8	3
