cluster	count	casing patterns
n	55232	
y	50567	
b	41269	
w	33195	
m	29680	
l	28260	
ə̀	27682	only_lower
ə	25056	only_lower
r	23462	
a	20608	
ɛ́	19618	only_lower
z	18041	
d	17847	
i	17298	only_lower
ə́	16604	only_lower
à	16559	
s	15978	
h	15821	
á	14397	
k	14371	
ʼ	12720	
c	12060	
t	11506	
ɔ́	11444	only_lower
í	11202	only_lower
ń	10491	
ɛ̀	10130	only_lower
ì	9988	only_lower
e	9877	
g	9758	
ɛ	9758	only_lower
é	9207	
ǹ	8797	
ɔ̀	8644	only_lower
ó	8465	only_lower
ù	7944	only_lower
u	7695	only_lower
p	6546	
j	6498	
ò	6179	
ú	5971	only_lower
ɔ	5561	only_lower
è	5557	
â	4827	only_lower
ɛ̃	3775	only_lower
ê	3132	only_lower
ɛ̃̀	3040	only_lower
ã	2763	only_lower
ǐ	2474	only_lower
ẽ́	2052	only_lower
v	1713	
f	1457	
o	1456	
ŋ	1448	
ẽ	1313	only_lower
ɔ̌	1312	only_lower
ɛ̌	1291	only_lower
ə̂	1072	only_lower
õ	1040	only_lower
ẽ̀	953	only_lower
ĩ̀	895	only_lower
ẽ̌	892	only_lower
ɛ̃̌	890	only_lower
ǔ	797	only_lower
ě	670	only_lower
ũ	453	only_lower
ĩ́	438	only_lower
ɔ̃̀	435	
ə̃̀	391	only_lower
ɔ̃	277	only_lower
ã̌	228	only_lower
ã́	186	only_lower
1	182	
ǒ	182	only_lower
ô	149	only_lower
ã̀	138	only_lower
ĩ	94	only_lower
ə̃́	88	only_lower
ɔ̃́	87	
2	81	
ĩ̌	72	only_lower
ṹ	46	only_lower
ə̃̌	46	only_lower
0	41	
3	40	
õ̌	40	only_lower
ɔ̃̌	38	only_lower
4	32	
5	30	
ṍ	28	only_lower
6	26	
8	22	
ũ̌	20	only_lower
ɔ̃̂	14	only_lower
9	13	
7	10	
ũ̀	8	only_lower
ə̃	7	only_lower
