cluster	count
a	152897
e	141144
n	94803
h	85046
o	84414
g	72961
i	68911
u	56633
y	41918
d	38195
k	33969
r	32209
m	24700
b	24365
w	23208
c	14656
t	13272
l	12096
j	9551
p	7326
á	648
1	20
0	10
4	8
3	7
6	5
5	4
2	3
7	2
9	2
8	1
