cluster	count	casing patterns
a	179143	
ʉ	67171	
i	60176	
n	59131	
e	52498	
m	50996	
ɨ	50289	
k	49188	
o	47103	
r	43339	
y	36735	
v	34380	
w	32320	
s	27823	
u	26643	
t	26481	
l	19307	
h	15066	
j	12761	
á	10191	
ˆ	9663	
d	9453	
g	8711	
b	8212	
é	5171	
c	5050	
p	4095	
f	4041	
ú	2841	only_lower
í	2825	
ʉ́	1957	only_lower
ó	1622	only_lower
ɨ́	804	only_lower
ʼ	655	
1	447	
0	240	
2	206	
4	151	
3	119	
5	106	
6	92	
7	64	
8	52	
9	48	
x	1	only_lower
