cluster	count	casing patterns
a	106430	
i	70772	
ɔ	58279	
e	53942	
m	44919	
s	40444	
o	33306	
r	30737	
n	29951	
ɛ	29426	
k	29198	
u	25488	
b	23499	
t	22454	
g	16976	
l	16176	
w	12130	
ɖ	12065	
y	11921	
ɣ	10767	
p	9654	
ɔ̃	9210	
d	7722	
ã	7280	only_lower
f	7065	
ɛ̃	5344	only_lower
z	4674	
ũ	3740	only_lower
ĩ	781	only_lower
h	466	
v	149	only_lower
6	3	
