cluster	count
a	103679
i	67676
ɔ	54726
e	53241
m	40849
s	38094
o	32899
r	30299
ɛ	29088
k	26994
n	26846
u	25262
t	21767
b	21556
g	15595
l	15285
ɖ	11866
w	11795
p	8845
ɔ̃	8784
y	8428
d	7468
ã	7203
ɣ	6635
f	6385
ɛ̃	5300
z	4570
ũ	3716
ĩ	775
h	333
v	141
1	28
2	14
4	9
6	8
0	7
3	7
5	6
9	6
8	2
