cluster	count	casing patterns
a	217188	
u	162474	
n	142087	
i	125515	
e	119074	
k	114434	
l	92108	
h	77332	
o	65208	
m	60054	
p	50843	
c	46880	
y	42569	
d	41832	
w	32414	
b	32081	
g	31506	
t	28259	
s	26102	
r	4439	
j	4336	
v	1671	only_lower
f	819	
1	501	
0	411	
2	272	
3	154	
4	146	
7	138	
5	111	
6	60	
8	49	
9	40	
