cluster	count
a	97110
i	85081
h	70349
í	60823
d	59528
o	56584
n	47138
e	46840
g	38885
á	35864
s	28119
ł	25252
b	23040
t	22729
y	19699
k	18194
l	17529
é	15628
į	15390
ṉ	14924
z	14609
ą	11626
c	7919
w	7735
ń	6955
ú	5881
ą́	3646
ó	3466
į́	3454
u	3328
r	2704
ǫ	2186
ǫ́	1422
m	989
ę́	918
j	915
p	899
v	130
x	59
ý	59
ę	45
f	27
q	7
ė	2
ǵ	1
ṅ	1
ọ	1
ų	1
ż	1
