cluster	count	casing patterns
a	142474	
n	120856	
i	75127	
m	48717	
e	41544	
o	38676	
á	31045	
r	29505	
k	28700	
t	27498	
y	22966	
u	21733	
s	21491	
v	20366	
b	13921	
í	12953	
f	12818	
é	10972	
d	8786	
p	8128	
h	5288	only_lower
ú	3753	
ó	3708	
1	509	
0	360	
2	329	
6	143	
4	139	
5	134	
3	133	
9	97	
8	86	
7	68	
