cluster	count	casing patterns
r	101169	
á	78969	
ꞌ	78468	only_lower
ã	76621	
l	75197	
â	72735	
d	71023	
î	66347	
ĩ	63660	
í	62456	
n	49994	
t	47926	
ó	47653	
g	43341	
õ	43315	
y	40449	
b	37691	
k	37194	
é	24521	
s	23403	
ô	22617	
m	20593	
z	19144	
ẽ	16327	
ı̣́	14282	only_lower
j	14035	
ı̣̃	13546	only_lower
v	13011	
ê	11878	
ũ	11699	
ú	11330	
p	10120	
ı̣̂	8235	only_lower
ạ̃	7130	
f	6637	
û	5945	
ậ	4456	
c	4384	
ạ́	4334	
w	2502	
ŋ	759	only_lower
1	193	
2	117	
3	66	
4	66	
ị̃	63	only_upper
h	62	
0	57	
6	52	
5	48	
9	47	
8	41	
7	34	
ị́	22	only_upper
ị̂	4	only_upper
