cluster	count
ܐ	77344
ܝܼ	30280
ܕ	27739
ܢ	27166
ܝ	23759
ܠ	23078
ܘ	21639
ܗ	21570
ܘܼ	21050
ܡ	14300
ܒ	14202
ܘܿ	13755
ܬ	12620
ܪ	12121
ܠܵ	11889
ܠܹ	10522
ܢܵ	9872
ܫ	9797
ܡܵ	7740
ܝܵ	7537
ܟ݂	7448
ܚ	6619
ܥ	6395
ܬܵ‌	6365
ܐܲ	6069
ܦ	6056
ܪܵ	5247
ܗܵ	4955
ܗ̇	4830
ܩ	4779
ܡܲ	4717
ܒܵ	4690
ܒ݂	4669
ܘܵ	4510
ܒܸ	4431
ܐܸ	4376
ܟ	4376
ܐܵ	4312
ܣ	4099
ܗ‌	3891
ܔ	3873
ܕܵ	3620
ܫܵ	3356
ܡܸ	3343
ܓܵ	3186
ܪܹ	3144
ܡ̣	3126
ܚܵ	3073
ܥܲ	3062
ܥܵ	2930
ܚܲ	2915
ܦܵ	2893
ܣܵ	2727
ܛ	2572
ܩܵ	2502
ܙ	2495
ܢܹ	2493
ܟܹ	2335
ܒܹ	2188
ܠܲ	2055
ܘܸ	2036
ܗܲ	1811
ܒܲ	1647
ܩܲ	1603
ܢܹ̈	1597
ܒ݂ܵ	1589
ܠܸ	1539
ܓ	1509
ܝܼܵ	1449
ܬܵ	1417
ܫܲ	1353
ܪ̈	1313
ܚܸ	1265
ܡܹ	1208
ܟܸ	1205
ܬ‌	1155
ܪܸ	1154
ܝܲ	1149
ܕܸ	1148
ܛܵ	1147
ܨ	1136
ܬܹ‌	1109
ܟܵ	1102
ܘܹ	1092
ܬܹ̈‌	1077
ܦܲ	1012
ܫܸ	992
ܚܹ	989
ܬܲ	989
ܟ݂ܵ	965
ܐܹ	937
ܘܼ̈	890
ܪܲ	874
ܙܹ	870
ܥܹ	862
ܙܵ	851
ܟܲ	840
ܙܲ	839
ܢܲ	827
ܪܹ̈	820
ܕܹ	806
ܫܹ	801
ܓ̰	777
ܝܹ	766
ܕܲ	726
ܬܹ	725
ܝ̈	720
ܝܹ̈	700
ܩܸ	692
ܘܲ	681
ܝܼ̈	653
ܗܹ	640
ܫܹ̈	638
ܪ̈ܵ	568
ܣܲ	537
ܓܲ	521
ܢ݇	511
ܓ݂	487
ܝܼܹ	486
ܨܵ	484
ܝܸ	458
ܩܹ	431
ܛܲ	410
ܦܸ	397
ܨܹ	391
ܥܸ	384
ܦܹ	380
ܬܸ	370
ܙܸ	369
ܛܹ	320
ܓ̰ܲ	290
ܨܲ	288
ܠܹ̈	280
ܣܸ	277
ܟ̰	271
ܡ̇	265
ܓܹ	253
ܓܸ	248
ܡܹ̈	240
ܨܸ	212
ܗܸ	207
ܣܹ	207
ܡ̈	200
ܕܹ̈	199
ܢ̈	185
ܒܹ̈	183
ܛܸ	174
ܚܹ̈	171
ܪ̈ܲ	161
ܠ݇	148
ܫ̃	148
ܦ̮	140
ܗ̈	139
ܟܹ̈	139
ܩܹ̈	135
ܫ݇	133
ܦܹ̈	127
ܘ̈	125
ܕ݇	113
ܝܼܹ̈	100
ܓ̰ܵ	97
ܟ̰ܸ	91
ܓ̰ܸ	88
ܓ݂ܵ	83
ܗܹ̈	81
ܢܸ	81
ܝܼܲ	74
ܛܹ̈	61
ܟ̃	59
ܣܹ̈	50
ܙܹ̈	46
ܬ̈‌	41
ܟ̰ܵ	39
ܔ݇	38
ܪ݇	29
ܪܸ̈	27
ܟ̰ܲ	26
ܘܹ̈	20
ܚ̈	20
ܐܹ̈	18
ܠ̈	16
ܓܹ̈	15
ܫ̈	15
ܥ̈	12
ܪ̈݇	12
ܨܹ̈	11
ܦ̈	10
ܩ̈	10
ܥܹ̈	9
ܕ̈	8
ܓ̰ܹ̈	6
ܗ݁	6
ܘܼܵ	6
ܬܲ‌	6
ܓ̰ܹ	5
ܟ̰ܹ	5
ܒ̈	3
ܒ݂̈	3
ܟ݂̈	3
ܐ݇	2
ܢ̈ܵ	2
ܨ̈	2
ܫ̃ܵ	2
4	1
ܒܼ	1
ܓ݂̈	1
ܛ̈	1
ܡܼ	1
ܣ̈	1
ܬ̈	1
ܬܹ̈	1
ܬ݂	1
