cluster	count
a	311690
i	157113
u	124410
n	120017
w	100767
k	98321
e	85794
m	74954
o	53696
r	50012
y	45641
l	40316
s	37000
t	33913
b	25419
p	23017
d	21878
z	19785
g	19607
j	16300
f	13628
v	13626
h	12473
c	3309
á	3152
í	1766
ú	1049
â	741
é	727
ã	333
ó	234
î	75
û	50
ê	32
ô	23
6	20
0	18
1	18
5	17
4	16
3	11
2	10
ũ	10
7	6
9	5
õ	5
8	4
ĩ	3
