cluster	count	casing patterns
a	209980	
e	182736	
o	140288	
k	112228	
i	93832	
n	85888	
t	85834	
m	54852	
p	51490	
l	42344	
y	35620	
u	33534	
w	26084	
d	12507	
g	11209	
s	8317	
b	4169	
r	2402	
o̱	778	only_lower
a̱	569	only_lower
0	352	
u̱	271	
e̱	268	
i̱	235	only_lower
1	171	
2	119	
7	99	
4	61	
5	60	
3	29	
6	25	
9	18	
8	16	
x	1	only_lower
