cluster	count
a	153783
ʉ	74564
l	67747
i	66433
n	65175
e	62023
k	60181
v	50221
o	47533
ɨ	43825
u	42613
m	37572
g	34562
h	32079
s	23754
w	20494
t	18444
y	14409
p	11003
j	10885
b	10375
f	8903
d	7237
ʼ	4654
1	23
0	14
2	11
4	7
3	5
8	4
6	2
7	2
5	1
9	1
