cluster	count
ə	79785
n	66285
a	47562
ʼ	39464
i	37102
s	32689
ə̀	31103
t	30784
k	30235
y	29941
h	29804
g	26413
e	26328
w	25504
m	25461
o	24412
l	24273
v	21934
ì	21236
ŋ	20554
à	17004
ò	16897
d	16845
b	16541
è	14728
u	10933
f	9224
ɨ	8255
z	7683
ù	7458
ʉ̀	7433
ʉ	5256
ɨ̀	2601
j	2433
c	1899
p	1465
1	14
2	7
3	6
0	4
4	4
5	4
8	3
7	2
9	1
