cluster	count
a	257391
i	136254
n	108114
e	92569
o	80786
g	61843
k	60391
h	59805
u	58771
t	54963
m	44168
r	36079
v	30871
d	28956
l	20290
s	17959
b	10248
p	9026
f	3528
j	2005
w	108
c	55
1	30
2	10
5	10
7	7
3	6
0	5
6	5
y	5
4	3
8	3
9	1
