cluster	count
a	133976
i	102985
k	80677
ɔ	79423
e	71334
n	67774
m	60874
d	60391
o	57417
b	53590
ï	51863
t	43903
ꞌ	43643
l	38712
y	33453
ö	32979
g	32049
r	31225
ë	29377
u	24014
z	15192
ŋ	13796
p	10414
s	9360
j	8217
w	6970
c	318
0	185
1	46
5	33
3	28
4	28
h	24
2	22
7	22
6	20
9	18
8	15
f	1
