cluster	count
ا	9110
ن	6172
ت	5091
ی	4928
ه	3842
و	3075
ر	2958
م	2679
ک	2539
د	2413
گ	2046
ئ	1968
ب	1859
ے	1837
ش	1599
یٚ	1476
س	1290
پ	1233
آ	1178
چ	949
ۆ	845
ل	711
ز	663
سّ	478
اَ	465
اِ	462
وَ	446
ج	438
رَ	271
کَ	254
یَ	185
هُ	178
کّ	177
گ‌	153
رّ	148
مَ	136
مُ	134
نَ	123
نّ	120
سَ	111
یّ	109
شَ	98
ڑ	98
کِ	98
پَ	94
ڈ	92
چُ	91
بَ	90
تَ	90
مّ	89
هَ	84
ٹ	82
رُ	79
گَ	79
گْ	77
پِ	70
دْ	67
جُ	66
جّ	66
تِ	64
جَ	61
تْ	60
کُ	60
نِ	57
دَ	51
ه‌	51
سِ	46
پُ	46
ت‌	44
بُ	41
زّ	40
مِ	39
شّ	38
ژ	33
زَ	32
هِ	32
اُ	31
پّ	29
گُ	28
رْ	27
لّ	25
بَّ	24
بِ	23
1	22
جِ	22
شُ	22
گِ	21
ل‌	20
تُ	19
لَ	19
دُ	18
سْ	16
2	15
چَ	14
یَّ	14
چِ	12
نُ	11
نْ	11
رِ	10
زَّ	10
نِّ	10
مُّ	9
ٹّ	9
5	8
دّ	8
سُ	8
چّ	8
دِ	7
0	6
د‌	6
ن‌	6
ڈّ	6
3	5
بّ	5
زِ	5
کْ	5
6	4
9	4
بْ	4
سُّ	4
لِ	4
ی‌	4
4	3
تّ	3
زُ	3
شِ	3
لُ	3
ٹُ	3
پْ	3
چَّ	3
7	2
8	2
تَّ	2
لْ	2
مْ	2
وّ	2
پَّ	2
ڈَّ	2
کَّ	2
ے‌	2
ا‌	1
دَ‌	1
رُّ	1
رِّ	1
زِّ	1
نُّ	1
هْ	1
و‌	1
ٹَ	1
پ‌	1
چِّ	1
ڈُ	1
ک‌	1
گّ	1
ۆَ	1
