cluster	count
a	213775
ə	198330
i	87563
n	72018
h	70046
s	58172
w	57852
m	56774
k	55378
t	48627
g	46152
y	44416
z	39276
l	35576
b	24782
d	22902
v	21351
r	20695
e	17770
ꞌ	10176
ŋ	8744
c	8190
p	7935
ɓ	7742
ɗ	6727
f	6464
j	4841
1	80
0	37
2	33
4	25
3	23
6	17
5	15
7	11
9	7
8	6
