cluster	count	casing patterns
a	157287	
i	80372	
u	67163	
n	63729	
m	45179	
e	44436	
o	40598	
h	36416	
k	36281	
w	27180	
r	24716	
l	24569	
y	24085	
d	20752	
g	19682	
s	17548	
t	17434	
z	16879	
ʼ	12824	
c	12066	
b	10589	
p	10370	
v	9747	
j	6575	
f	3362	
á	1470	
1	38	
2	18	
3	13	
6	10	
0	9	
4	8	
5	7	
7	6	
8	3	
9	2	
