cluster	count
a	181862
i	94141
u	79838
n	73458
e	51428
o	49216
m	47764
k	42042
h	40446
w	33000
l	29543
r	29127
y	27253
d	24956
g	23550
t	20800
z	20120
s	19993
c	13907
b	11588
v	11167
p	11055
à	5342
f	4037
j	4016
0	213
1	73
4	54
2	41
5	35
3	26
6	19
7	14
9	11
8	8
