cluster	count	casing patterns
e	107632	
a	81954	
h	78792	
t	60158	
ı	60003	only_lower
d	48099	
s	46579	
g	40523	
ı̨	39258	only_lower
ǫ	38507	
n	36187	
ì	34828	only_lower
à	32858	
è	31323	
o	30290	
k	28504	
w	27000	
ǫ̀	22283	only_lower
y	19928	
l	18804	
z	15988	
ł	12082	
x	11119	
ò	9670	only_lower
į̀	6403	
c	6085	
ɂ	5879	only_lower
m	3909	
j	3815	
r	3640	
ę̀	3261	only_lower
b	2350	
p	1929	
u	1310	
ę	1231	only_lower
ą	1031	only_lower
i	644	only_upper
ą̀	383	only_lower
į	380	only_upper
f	214	
v	174	only_lower
0	120	
1	40	
2	31	
5	27	
4	22	
6	21	
3	19	
7	17	
9	16	
8	13	
q	12	
ʔ	8	
