cluster	count	casing patterns
a	114000	
e	77401	
i	68085	
á	66185	
l	64224	
h	52010	
k	50224	
g	48822	
y	40873	
n	38730	
m	32979	
í	30509	
o	29157	
ˈ	27338	
u	27038	
é	26692	
d	25847	
t	25363	
r	21264	
s	19851	
ú	15454	
b	12834	
w	8501	
c	8377	
f	7193	
đ	6613	
ó	4533	
j	3717	
v	1465	
ʼ	468	
ô	255	only_lower
î	218	only_lower
â	138	only_lower
ê	96	
1	9	
û	8	only_lower
2	7	
3	3	
7	3	
8	3	
4	2	
6	2	
5	1	
