cluster	count	casing patterns
a	224901	
e	213671	
n	176850	
g	130202	
c	129929	
i	115301	
m	98779	
o	91864	
u	74909	
d	45475	
k	43903	
y	40368	
s	36739	
r	36610	
f	30962	
b	28947	
h	23791	
t	19861	
p	14412	
w	13515	
z	5098	only_lower
l	3200	
1	682	
0	484	
2	461	
3	235	
4	227	
5	226	
7	178	
6	177	
8	127	
9	117	
v	26	only_lower
⅓	9	
¼	5	
½	4	
