cluster	count
a	138900
i	136232
e	114008
o	96593
n	93369
l	80197
k	78404
m	71230
g	54164
t	38890
u	35453
v	30931
ó	29299
á	28127
z	22784
s	19526
h	17136
í	12826
p	11171
ú	9466
é	7766
1	191
0	162
2	115
7	106
4	60
5	49
6	29
3	23
8	16
9	13
w	4
