cluster	count
a	223280
i	168674
t	101095
r	83350
e	81958
n	73554
k	70987
o	61062
s	31316
m	29097
p	28950
y	24948
h	18476
v	17407
z	15238
j	9945
ñ	6635
c	3153
ú	1708
l	1295
u	1169
d	994
g	722
í	713
b	692
é	504
0	258
á	216
ó	210
1	145
f	107
q	89
7	88
2	86
4	70
5	56
6	18
8	14
x	14
3	11
9	8
