cluster	count	casing patterns
h	136482	
a	94109	
ˉ	85760	
j	65488	
ꜙ	62889	
e	58230	
ˊ	47496	
n	45346	
a̱	44140	only_lower
l	40751	
ꜗ	40616	
ä	38132	only_lower
i	37701	
k	36774	
ꜘ	35884	
y	35046	
m	34036	
s	30098	
o	26970	
g	26899	
ë	21952	only_lower
d	21384	
ˈ	18362	
ɨ	18209	only_lower
t	14468	
u	13364	
i̱	12958	
w	11967	
c	11122	
o̱	10581	only_lower
ë̱	10393	only_lower
ä̱	9259	
ʉ	8292	only_lower
b	8221	
r	7128	
e̱	7123	only_lower
ø̱	5851	
u̱	5232	
ˋ	5059	
ø	4925	
ñ	4833	
p	3351	
ꜚ	2638	
ú	2162	only_lower
ʉ̱	991	
í	634	only_lower
é	595	
ɨ̱	571	only_lower
ó	468	only_lower
á	462	
f	400	
z	266	
ʼ	261	
v	207	
q	90	
x	21	
1	4	
6	2	
9	2	
