cluster	count	casing patterns
i	158833	
k	80202	
a	74070	
ə	66187	only_lower
b	63729	
ɔ	51558	
n	45148	
w	43528	
ŋ	39995	
m	39709	
u	31292	
y	26240	
s	24447	
h	22907	
l	17813	
d	16317	
ɛ	15528	
t	12159	
z	9845	only_lower
f	9710	
j	8728	
c	8094	
g	7951	
ì	5182	only_lower
p	2218	only_lower
ə̀	2025	only_lower
e	1378	
â	1060	only_lower
ɔ̂	950	only_lower
ə̂	908	only_lower
î	768	only_lower
û	767	only_lower
ə́	418	only_lower
ɔ́	273	only_lower
á	256	only_lower
ɛ̂	254	only_lower
v	158	only_lower
ú	130	only_lower
í	86	only_lower
ê	85	only_lower
ɛ́	74	only_lower
0	70	
1	47	
2	30	
ʼ	30	
4	24	
3	22	
5	15	
7	11	
6	10	
8	5	
9	3	
ə̄	1	only_lower
