cluster	count	casing patterns
e	94865	
i	62062	
a	57448	
n	46048	
o	40538	
é	36660	
p	32367	
w	29606	
m	25677	
t	24641	
u	24568	
k	20880	
l	20819	
h	19458	
c	13546	
b	10844	
g	10389	
d	8582	
j	4808	
â	3740	
s	3437	
r	2214	
y	1942	only_lower
f	711	
1	660	
ô	434	only_lower
ê	405	
2	364	
î	322	
û	297	
0	275	
3	189	
5	186	
4	161	
6	153	
7	153	
v	136	
8	122	
ï	121	only_lower
9	101	
z	95	
è	82	only_lower
x	51	only_lower
ü	17	only_lower
q	13	only_lower
ë	9	only_lower
α	7	only_lower
β	7	only_lower
γ	7	only_lower
δ	7	only_lower
ε	7	only_lower
ζ	7	only_lower
η	7	only_lower
