cluster	count
n	123536
a	90574
h	89916
g	48437
m	48082
r	44101
u	43586
â	37293
ă	34116
t	34116
i	33339
l	29117
y	27947
k	27732
p	25093
ơ	24352
d	21978
ô	20812
b	18949
ê	17955
o	15399
j	15276
e	14790
s	14688
ŏ	8352
ŭ	8124
c	6258
đ	5792
ĕ	5107
ƀ	4516
v	1844
ĭ	1645
ơ̆	1158
ê̆	872
ô̆	448
1	424
0	386
ư	288
2	238
3	112
4	107
5	96
6	73
9	43
7	39
8	35
ư̆	1
