cluster	count
o	149961
a	136909
n	89671
r	63677
m	57616
y	54749
k	53503
e	51713
t	46752
p	44012
i	43228
u	29829
w	29791
s	22474
j	11197
b	7247
d	3569
g	2459
l	1311
h	296
f	206
v	95
2	8
3	7
1	6
7	5
5	3
0	2
6	2
8	2
ë	2
4	1
9	1
