cluster	count	casing patterns
a	201018	
e	116631	
ʉ	113566	
i	102752	
c	84583	
o	77651	
h	64946	
n	62527	
r	58381	
s	56366	
j	56134	
m	50781	
p	48188	
k	41908	
u	28595	
t	21381	
ã	15040	
ñ	14611	
v	11004	
ũ	7926	
d	7755	
ʉ̃	6385	
ẽ	3754	only_lower
ĩ	2387	
l	2182	
ú	2053	only_lower
õ	1825	only_lower
í	1196	only_lower
b	1059	
g	729	
é	503	only_lower
f	488	
á	373	only_lower
q	234	
ó	227	only_lower
z	178	
y	62	only_lower
2	14	
x	14	only_lower
1	9	
3	5	
6	3	
9	3	
0	2	
5	2	
4	1	
