cluster	count
i	145413
a	142993
ꞌ	85225
r	81627
n	79426
c	76813
u	65942
e	53398
o	46715
j	42819
h	38949
t	38601
x	26956
s	26868
l	23441
m	22500
k	20771
q	19877
y	15317
p	14602
v	13300
b	8613
z	8081
d	4535
f	2787
ú	2561
á	2420
í	2308
g	2086
é	853
ó	702
ñ	184
1	11
4	9
0	7
9	5
3	3
5	3
2	2
6	2
7	2
8	1
