cluster	count	casing patterns
a	29537	
n	17583	
ˍ	14746	
ˉ	12119	
g	10661	
e	10404	
i	9501	
u	9469	
h	7403	
y	6019	
k	3859	
o	3580	only_lower
w	3400	only_lower
l	3396	
t	3310	
c	3287	
m	3271	
b	3231	
p	2792	
s	2133	
v	1925	
ˆ	1903	
j	1689	only_lower
ˇ	900	
r	512	
d	323	
f	22	only_lower
z	9	
