cluster	count	casing patterns
i	385798	
a	355042	
t	160975	
r	119107	
k	112757	
n	112214	
o	89992	
p	50751	
s	49811	
m	45248	
y	39065	
w	29139	
z	26174	
j	19564	
h	16898	
ñ	6176	
e	5160	
c	4702	
l	2434	
ú	2269	
d	1777	
b	1601	
u	1303	
í	1105	only_lower
é	1015	only_lower
á	840	
ó	686	only_lower
0	481	
f	460	
v	339	
1	256	
7	223	
g	202	
q	169	
2	146	
4	141	
5	96	
6	63	
3	62	
8	43	
x	27	only_lower
9	25	
